日付,基準価額
20120312,7593
20120313,7637
20120314,7854
20120315,7902
20120316,7877
20120319,7922
20120321,7947
20120322,7903
20120323,7750
20120326,7789
20120327,7880
20120328,7885
20120329,7822
20120330,7769
20120402,7924
20120403,7832
20120404,7881
20120405,7755
20120406,7739
20120409,7654
20120410,7638
20120411,7403
20120412,7502
20120413,7606
20120416,7555
20120417,7593
20120418,7716
20120419,7730
20120420,7738
20120423,7808
20120424,7686
20120425,7835
20120426,7903
20120427,7895
20120501,7809
20120502,7906
20120507,7745
20120508,7812
20120509,7788
20120510,7737
20120511,7760
20120514,7794
20120515,7685
20120516,7686
20120517,7590
20120518,7346
20120521,7238
20120522,7388
20120523,7446
20120524,7389
20120525,7439
20120528,7404
20120529,7423
20120530,7486
20120531,7270
20120601,7277
20120604,7093
20120605,7082
20120606,7213
20120607,7454
20120608,7465
20120611,7526
20120612,7344
20120613,7421
20120614,7382
20120615,7484
20120618,7529
20120619,7550
20120620,7594
20120621,7644
20120622,7588
20120625,7605
20120626,7500
20120627,7508
20120628,7569
20120629,7579
20120702,7825
20120703,7884
20120704,7939
20120705,7966
20120706,7921
20120709,7868
20120710,7868
20120711,7796
20120712,7851
20120713,7816
20120717,7899
20120718,7988
20120719,7919
20120720,7893
20120723,7801
20120724,7726
20120725,7681
20120726,7705
20120727,7813
20120730,7912
20120731,7917
20120801,7904
20120802,7922
20120803,7890
20120806,8023
20120807,7974
20120808,7962
20120809,7905
20120810,7879
20120813,7843
20120814,7863
20120815,7895
20120816,7956
20120817,8020
20120820,8053
20120821,8009
20120822,8015
20120823,7956
20120824,7921
20120827,7957
20120828,7953
20120829,7968
20120830,7988
20120831,7951
20120903,7928
20120904,7969
20120905,8005
20120906,8004
20120907,8135
20120910,8095
20120911,8027
20120912,8021
20120913,8045
20120914,8104
20120918,8227
20120919,8163
20120920,8109
20120921,8014
20120924,7988
20120925,7939
20120926,7851
20120927,7834
20120928,7860
20121001,7859
20121002,7846
20121003,7913
20121004,7958
20121005,7974
20121009,7934
20121010,7916
20121011,7924
20121012,7980
20121015,7936
20121016,8043
20121017,8098
20121018,8139
20121019,8211
20121022,8154
20121023,8183
20121024,8106
20121025,8118
20121026,8156
20121029,8038
20121030,8078
20121031,8061
20121101,8137
20121102,8199
20121105,8242
20121106,8173
20121107,8203
20121108,8147
20121109,8015
20121112,7979
20121113,7989
20121114,7967
20121115,7934
20121116,7979
20121119,8032
20121120,8131
20121121,8206
20121122,8265
20121126,8382
20121127,8325
20121128,8312
20121129,8287
20121130,8348
20121203,8390
20121204,8403
20121205,8392
20121206,8420
20121207,8464
20121210,8522
20121211,8524
20121212,8555
20121213,8619
20121214,8603
20121217,8648
20121218,8674
20121219,8778
20121220,8750
20121221,8874
20121225,8872
20121226,8938
20121227,8948
20121228,9075
20130104,9277
20130107,9358
20130108,9316
20130109,9243
20130110,9387
20130111,9536
20130115,9601
20130116,9529
20130117,9532
20130118,9685
20130121,9687
20130122,9678
20130123,9601
20130124,9575
20130125,9796
20130128,9897
20130129,9841
20130130,9897
20130131,9888
20130201,9922
20130204,10068
20130205,9995
20130206,10129
20130207,10131
20130208,10108
20130212,10238
20130213,10221
20130214,10229
20130215,10144
20130218,10237
20130219,10243
20130220,10306
20130221,10270
20130222,10116
20130225,10266
20130226,9991
20130227,9934
20130228,10055
20130301,10084
20130304,10191
20130305,10215
20130306,10284
20130307,10355
20130308,10445
20130311,10557
20130312,10612
20130313,10531
20130314,10525
20130315,10608
20130318,10491
20130319,10506
20130321,10520
20130322,10397
20130325,10428
20130326,10336
20130327,10458
20130328,10419
20130329,10429
20130401,10460
20130402,10351
20130403,10471
20130404,10381
20130405,10934
20130408,11115
20130409,11310
20130410,11310
20130411,11449
20130412,11527
20130415,11475
20130416,11061
20130417,11345
20130418,11224
20130419,11263
20130422,11562
20130423,11496
20130424,11606
20130425,11661
20130426,11591
20130430,11509
20130501,11530
20130502,11457
20130507,11830
20130508,11846
20130509,11890
20130510,11998
20130513,12137
20130514,12153
20130515,12250
20130516,12338
20130517,12303
20130520,12409
20130521,12399
20130522,12472
20130523,12278
20130524,11919
20130527,11703
20130528,11790
20130529,11778
20130530,11455
20130531,11343
20130603,11145
20130604,11072
20130605,11067
20130606,10829
20130607,10737
20130610,10760
20130611,10804
20130612,10401
20130613,10158
20130614,10266
20130617,10347
20130618,10393
20130619,10504
20130620,10369
20130621,10054
20130624,10201
20130625,10050
20130626,10223
20130627,10318
20130628,10587
20130701,10649
20130702,10639
20130703,10913
20130704,10722
20130705,10794
20130708,10883
20130709,10851
20130710,11013
20130711,10867
20130712,11030
20130716,11111
20130717,11048
20130718,11097
20130719,11300
20130722,11208
20130723,11202
20130724,11199
20130725,11104
20130726,11034
20130729,10896
20130730,10836
20130731,10774
20130801,10605
20130802,10768
20130805,10683
20130806,10559
20130807,10487
20130808,10376
20130809,10423
20130812,10416
20130813,10471
20130814,10464
20130815,10397
20130816,10172
20130819,10045
20130820,9939
20130821,10046
20130822,10043
20130823,10181
20130826,10252
20130827,10171
20130828,10017
20130829,10037
20130830,10075
20130902,10043
20130903,10209
20130904,10119
20130905,10179
20130906,10111
20130909,10200
20130910,10367
20130911,10470
20130912,10475
20130913,10422
20130917,10523
20130918,10528
20130919,10698
20130920,10894
20130924,10615
20130925,10543
20130926,10528
20130927,10638
20130930,10475
20131001,10459
20131002,10557
20131003,10489
20131004,10362
20131007,10344
20131008,10310
20131009,10256
20131010,10306
20131011,10588
20131015,10734
20131016,10717
20131017,10896
20131018,10975
20131021,10981
20131022,10947
20131023,11038
20131024,10964
20131025,10957
20131028,11075
20131029,10999
20131030,11029
20131031,10986
20131101,10890
20131105,10981
